kappa,log_y_ratio,log_r_ratio,d_ratio,b_ratio,p_ratio,kappa_R_F,kappa_Y_F,z0,z1
0.4320000000,-0.0146616042,0.0053972661,1.0519668519,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4340000000,-0.0145618883,0.0054969820,1.0518619593,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4360000000,-0.0144621530,0.0055967173,1.0517570567,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4380000000,-0.0143623981,0.0056964722,1.0516521441,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4400000000,-0.0142626238,0.0057962465,1.0515472214,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4420000000,-0.0141628300,0.0058960403,1.0514422888,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4440000000,-0.0140630167,0.0059958536,1.0513373461,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4460000000,-0.0139631839,0.0060956864,1.0512323933,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4480000000,-0.0138633315,0.0061955388,1.0511274306,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4500000000,-0.0137634597,0.0062954106,1.0510224578,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4520000000,-0.0136635683,0.0063953020,1.0509174750,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4540000000,-0.0135636574,0.0064952129,1.0508124821,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4560000000,-0.0134637270,0.0065951433,1.0507074792,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4580000000,-0.0133637771,0.0066950932,1.0506024663,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4600000000,-0.0132638076,0.0067950627,1.0504974434,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4620000000,-0.0131638185,0.0068950518,1.0503924104,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4640000000,-0.0130638099,0.0069950604,1.0502873673,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4660000000,-0.0129637817,0.0070950886,1.0501823142,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4680000000,-0.0128637339,0.0071951363,1.0500772511,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4700000000,-0.0127636666,0.0072952037,1.0499721779,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4720000000,-0.0126635797,0.0073952906,1.0498670947,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4740000000,-0.0125634732,0.0074953971,1.0497620015,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4760000000,-0.0124633471,0.0075955232,1.0496568981,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4780000000,-0.0123632014,0.0076956689,1.0495517848,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4800000000,-0.0122630361,0.0077958342,1.0494466614,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4820000000,-0.0121628512,0.0078960191,1.0493415279,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4840000000,-0.0120626466,0.0079962237,1.0492363844,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4860000000,-0.0119624224,0.0080964479,1.0491312308,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4880000000,-0.0118621786,0.0081966917,1.0490260672,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4900000000,-0.0117619152,0.0082969551,1.0489208935,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4920000000,-0.0116616321,0.0083972382,1.0488157097,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4940000000,-0.0115613293,0.0084975409,1.0487105159,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4960000000,-0.0114610069,0.0085978634,1.0486053120,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.4980000000,-0.0113606649,0.0086982054,1.0485000981,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5000000000,-0.0112603031,0.0087985672,1.0483948740,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5020000000,-0.0111599217,0.0088989486,1.0482896400,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5040000000,-0.0110595206,0.0089993497,1.0481843958,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5060000000,-0.0109590998,0.0090997705,1.0480791416,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5080000000,-0.0108586593,0.0092002110,1.0479738773,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5100000000,-0.0107581991,0.0093006712,1.0478686029,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5120000000,-0.0106577192,0.0094011511,1.0477633185,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5140000000,-0.0105572196,0.0095016507,1.0476580239,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5160000000,-0.0104567003,0.0096021700,1.0475527193,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5180000000,-0.0103561612,0.0097027091,1.0474474047,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5200000000,-0.0102556024,0.0098032679,1.0473420799,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5220000000,-0.0101550239,0.0099038464,1.0472367451,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5240000000,-0.0100544256,0.0100044447,1.0471314001,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5260000000,-0.0099538075,0.0101050628,1.0470260451,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5280000000,-0.0098531697,0.0102057006,1.0469206800,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5300000000,-0.0097525122,0.0103063581,1.0468153049,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5320000000,-0.0096518348,0.0104070355,1.0467099196,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5340000000,-0.0095511377,0.0105077326,1.0466045242,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5360000000,-0.0094504208,0.0106084495,1.0464991188,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5380000000,-0.0093496841,0.0107091862,1.0463937032,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5400000000,-0.0092489276,0.0108099427,1.0462882776,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5420000000,-0.0091481513,0.0109107190,1.0461828418,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5440000000,-0.0090473552,0.0110115151,1.0460773960,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5460000000,-0.0089465393,0.0111123310,1.0459719400,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5480000000,-0.0088457036,0.0112131667,1.0458664740,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5500000000,-0.0087448480,0.0113140223,1.0457609978,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5520000000,-0.0086439726,0.0114148977,1.0456555116,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5540000000,-0.0085430773,0.0115157930,1.0455500152,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5560000000,-0.0084421622,0.0116167081,1.0454445088,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5580000000,-0.0083412273,0.0117176430,1.0453389922,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5600000000,-0.0082402724,0.0118185979,1.0452334655,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5620000000,-0.0081392977,0.0119195726,1.0451279287,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5640000000,-0.0080383032,0.0120205671,1.0450223818,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5660000000,-0.0079372887,0.0121215816,1.0449168248,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5680000000,-0.0078362544,0.0122226159,1.0448112577,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5700000000,-0.0077352002,0.0123236701,1.0447056804,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5720000000,-0.0076341261,0.0124247442,1.0446000930,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5740000000,-0.0075330320,0.0125258383,1.0444944955,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5760000000,-0.0074319181,0.0126269522,1.0443888879,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5780000000,-0.0073307842,0.0127280860,1.0442832702,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5800000000,-0.0072296305,0.0128292398,1.0441776423,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5820000000,-0.0071284568,0.0129304135,1.0440720043,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5840000000,-0.0070272631,0.0130316072,1.0439663562,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5860000000,-0.0069260495,0.0131328208,1.0438606980,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5880000000,-0.0068248160,0.0132340543,1.0437550296,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5900000000,-0.0067235624,0.0133353078,1.0436493511,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5920000000,-0.0066222890,0.0134365813,1.0435436625,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5940000000,-0.0065209955,0.0135378748,1.0434379637,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5960000000,-0.0064196821,0.0136391882,1.0433322548,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.5980000000,-0.0063183487,0.0137405216,1.0432265357,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6000000000,-0.0062169953,0.0138418750,1.0431208065,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6020000000,-0.0061156220,0.0139432483,1.0430150672,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6040000000,-0.0060142286,0.0140446417,1.0429093178,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6060000000,-0.0059128152,0.0141460551,1.0428035581,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6080000000,-0.0058113818,0.0142474885,1.0426977884,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6100000000,-0.0057099283,0.0143489420,1.0425920085,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6120000000,-0.0056084549,0.0144504154,1.0424862184,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6140000000,-0.0055069614,0.0145519089,1.0423804182,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6160000000,-0.0054054478,0.0146534225,1.0422746079,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6180000000,-0.0053039143,0.0147549560,1.0421687874,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6200000000,-0.0052023606,0.0148565097,1.0420629567,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6220000000,-0.0051007869,0.0149580834,1.0419571159,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6240000000,-0.0049991932,0.0150596771,1.0418512649,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6260000000,-0.0048975793,0.0151612910,1.0417454038,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6280000000,-0.0047959454,0.0152629249,1.0416395325,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6300000000,-0.0046942914,0.0153645789,1.0415336511,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6320000000,-0.0045926173,0.0154662530,1.0414277595,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6340000000,-0.0044909231,0.0155679472,1.0413218577,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6360000000,-0.0043892088,0.0156696615,1.0412159458,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6380000000,-0.0042874744,0.0157713959,1.0411100237,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6400000000,-0.0041857199,0.0158731504,1.0410040914,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6420000000,-0.0040839452,0.0159749251,1.0408981489,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6440000000,-0.0039821504,0.0160767199,1.0407921963,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6460000000,-0.0038803355,0.0161785348,1.0406862335,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6480000000,-0.0037785004,0.0162803699,1.0405802606,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6500000000,-0.0036766452,0.0163822251,1.0404742774,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6520000000,-0.0035747698,0.0164841005,1.0403682841,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6540000000,-0.0034728743,0.0165859960,1.0402622806,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6560000000,-0.0033709586,0.0166879117,1.0401562670,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6580000000,-0.0032690227,0.0167898476,1.0400502431,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6600000000,-0.0031670666,0.0168918037,1.0399442091,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6620000000,-0.0030650903,0.0169937800,1.0398381649,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6640000000,-0.0029630939,0.0170957764,1.0397321104,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6660000000,-0.0028610772,0.0171977931,1.0396260459,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6680000000,-0.0027590403,0.0172998300,1.0395199711,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6700000000,-0.0026569832,0.0174018871,1.0394138861,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6720000000,-0.0025549059,0.0175039644,1.0393077909,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6740000000,-0.0024528084,0.0176060619,1.0392016856,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6760000000,-0.0023506906,0.0177081797,1.0390955700,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6780000000,-0.0022485526,0.0178103177,1.0389894443,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6800000000,-0.0021463943,0.0179124760,1.0388833083,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6820000000,-0.0020442158,0.0180146545,1.0387771622,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6840000000,-0.0019420170,0.0181168533,1.0386710058,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6860000000,-0.0018397979,0.0182190724,1.0385648393,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6880000000,-0.0017375586,0.0183213117,1.0384586625,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6900000000,-0.0016352990,0.0184235713,1.0383524756,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6920000000,-0.0015330190,0.0185258512,1.0382462784,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6940000000,-0.0014307188,0.0186281514,1.0381400711,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6960000000,-0.0013283983,0.0187304720,1.0380338535,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.6980000000,-0.0012260575,0.0188328128,1.0379276257,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7000000000,-0.0011236964,0.0189351739,1.0378213877,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7020000000,-0.0010213150,0.0190375553,1.0377151395,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7040000000,-0.0009189132,0.0191399571,1.0376088810,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7060000000,-0.0008164911,0.0192423792,1.0375026124,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7080000000,-0.0007140486,0.0193448217,1.0373963335,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7100000000,-0.0006115858,0.0194472845,1.0372900444,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7120000000,-0.0005091027,0.0195497676,1.0371837451,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7140000000,-0.0004065992,0.0196522711,1.0370774356,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7160000000,-0.0003040753,0.0197547950,1.0369711158,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7180000000,-0.0002015310,0.0198573393,1.0368647859,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7200000000,-0.0000989664,0.0199599039,1.0367584456,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7220000000,0.0000036186,0.0200624889,1.0366520952,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7240000000,0.0001062241,0.0201650944,1.0365457345,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7260000000,0.0002088499,0.0202677202,1.0364393636,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7280000000,0.0003114961,0.0203703664,1.0363329825,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7300000000,0.0004141628,0.0204730330,1.0362265912,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7320000000,0.0005168498,0.0205757201,1.0361201895,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7340000000,0.0006195573,0.0206784276,1.0360137777,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7360000000,0.0007222852,0.0207811555,1.0359073556,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7380000000,0.0008250336,0.0208839039,1.0358009233,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7400000000,0.0009278024,0.0209866727,1.0356944808,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7420000000,0.0010305917,0.0210894620,1.0355880280,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7440000000,0.0011334014,0.0211922717,1.0354815649,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7460000000,0.0012362316,0.0212951019,1.0353750916,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7480000000,0.0013390822,0.0213979525,1.0352686081,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7500000000,0.0014419534,0.0215008237,1.0351621143,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7520000000,0.0015448450,0.0216037153,1.0350556102,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7540000000,0.0016477571,0.0217066274,1.0349490960,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7560000000,0.0017506898,0.0218095601,1.0348425714,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7580000000,0.0018536429,0.0219125132,1.0347360366,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7600000000,0.0019566166,0.0220154869,1.0346294915,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7620000000,0.0020596107,0.0221184810,1.0345229362,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7640000000,0.0021626254,0.0222214957,1.0344163707,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7660000000,0.0022656607,0.0223245309,1.0343097948,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7680000000,0.0023687164,0.0224275867,1.0342032087,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7700000000,0.0024717927,0.0225306630,1.0340966123,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7720000000,0.0025748896,0.0226337599,1.0339900057,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7740000000,0.0026780070,0.0227368773,1.0338833888,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7760000000,0.0027811450,0.0228400153,1.0337767617,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7780000000,0.0028843036,0.0229431739,1.0336701242,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7800000000,0.0029874828,0.0230463531,1.0335634765,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7820000000,0.0030906825,0.0231495528,1.0334568185,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7840000000,0.0031939028,0.0232527731,1.0333501503,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7860000000,0.0032971438,0.0233560141,1.0332434718,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7880000000,0.0034004053,0.0234592756,1.0331367829,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7900000000,0.0035036875,0.0235625578,1.0330300839,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7920000000,0.0036069903,0.0236658606,1.0329233745,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7940000000,0.0037103137,0.0237691840,1.0328166548,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7960000000,0.0038136577,0.0238725280,1.0327099249,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.7980000000,0.0039170224,0.0239758927,1.0326031847,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.8000000000,0.0040204077,0.0240792780,1.0324964342,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.8020000000,0.0041238137,0.0241826840,1.0323896734,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.8040000000,0.0042272403,0.0242861106,1.0322829023,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.8060000000,0.0043306877,0.0243895580,1.0321761210,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.8080000000,0.0044341556,0.0244930259,1.0320693293,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.8100000000,0.0045376443,0.0245965146,1.0319625273,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
0.8120000000,0.0046411537,0.0247000240,1.0318557151,1.0366558465,0.9443002915,0.3231617197,0.7219294576,-0.7500000000,-0.3000000000
